path,category,sha256,same_bytes_in_inventory,literal_reference_candidates,storage,disposition,baseline_commit
apps/web/docs/plans/archieve/2026-04-03-prototype-5page-fix.md,historical-context-retained,49b88badb0e4176851179d1564c84947ed63ab79a1992854b3119a17e3cee99b,1,apps/web/docs/plans/archieve/2026-04-03-prototype-12page-round2-fix.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-05-design-token-architecture.md,historical-context-retained,6cb1801be8ef22bbe8191b241734a9f5d656d89607aebe346b16efc4c1a53490,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-05-edition-v1-iteration-v2-design.md,historical-context-retained,2c591c9a4a4aaa6fce94ef5ba54e822e610dc60cc02a56adeb6e7a28eeaae1e9,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-06-edition-v1-iteration-v3-design.md,historical-context-retained,3f3a28bd8942ef5d55c19cc8d63a7e160c2e4db936e5c23e75dfdafea807377e,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-06-edition-v1-iteration-v4-design.md,historical-context-retained,26318310bffdff7c48315db1fd439dc7a068a2196975d0fb2bad02a2c85a40e0,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-07-api-fullchain-catalog-design.md,historical-context-retained,e76cc62d7de65773b36a4088ef41f607b70598f1b2f6974ef043518b2d869897,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-07-edition-v1-iteration-v5-design.md,historical-context-retained,5d8892871df80eb190f7d49f95dc597d00fab3307d9219ff3c17d47be27e7895,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-07-lapis-color-impl.md,historical-context-retained,3bfd261df5e90fec3abef8a37385609221928414599778d8ae48b8177ec656b9,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-07-lapis-color-review.md,historical-context-retained,4471d7b0651c983377b6ec24f08815ce515c82e9b7bc320d80243127c4543373,1,apps/web/docs/plans/archieve/2026-04-07-lapis-color-impl.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-07-shell-first-prototype-landing-design.md,historical-context-retained,3f67035d2b889bed469ad2057edb51a190f5982277d7a5ff9e32bdaeea42ec69,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-full-prototype-roadmap.md,historical-context-retained,c173c4673c428da248f389bdcf704b695ef16fcc67c5ebc86a0dbdd30bb4fbda,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-phase1-shared-components.md,historical-context-retained,13d13844a575c27dbe36aba08d4998e234dd4018df13ef2b41f406511a543802,1,apps/web/docs/plans/archieve/2026-04-08-phase2-tier3-components.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-phase2-tier3-components.md,historical-context-retained,2d696b0046ef83cefb897102c21db7397fb76d7f1da3bffbd4e7fd14ad06f776,1,apps/web/docs/plans/archieve/2026-04-08-phase3-tier4-components.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-phase3-tier4-components.md,historical-context-retained,ca180bc3ed4deacc6606ba33e0a0c006226b330a50aa81fa3d0aa241c1e54b83,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-shared-component-layer-design.md,historical-context-retained,24c61d90e793d3ed330239ae7bc3646b861deae8f46838cf14972e6d02601abc,1,apps/web/docs/plans/archieve/2026-04-08-phase1-shared-components.md;apps/web/docs/plans/archieve/2026-04-08-phase2-tier3-components.md;apps/web/docs/plans/archieve/2026-04-08-phase3-tier4-components.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-08-sprint0-t1-types-design.md,historical-context-retained,aae131a0c978ee25b79a2f1ec10e31163b388d6f4499ed6b8c556b8dba237ff5,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-09-prototype-full-alignment-design.md,historical-context-retained,8242f2819f3d7310157b361b36df4295e9a7a29c16e3e8ac7b05012081657ce2,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-milestone1-baseline-report.md,historical-context-retained,1f2d11341f23a8e7e42e61a548fd371868b72765d50fc9d11987767dcea6d1a7,1,apps/web/docs/plans/archieve/2026-04-10-prototype-recovery-design.md;apps/web/docs/plans/archieve/2026-04-11-prototype-pixel-replica-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-milestone4-high-fidelity-design.md,historical-context-retained,de3555e6cf4c19287dd98e7430193d1d515653e66a67e06afb6e0e6d773a084f,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-pixel-gap-audit.md,historical-context-retained,59586eb041eecec628891d1669e07df38ac58989e866affda9627c8635ff91a1,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-prototype-fidelity-execution-plan.md,historical-context-retained,5e408b57cd0bd64483defb60ea513238ec77fcae5b63a5b38a7379b9c7258006,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-prototype-fidelity-fix-design.md,historical-context-retained,3a2364ffd41a14c659cd5433b5cc3b35df545c0531afc5af61c5aa4851c53e26,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-prototype-fidelity-shell-fix-design.md,historical-context-retained,24c3bdecade30588a8dd785f30b3f51e0fcc6b489132ac1d46e44b3c77985d0f,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-prototype-pixel-audit-design.md,historical-context-retained,dbc44b4c309cfb43c58bb2fe44fc0b5e1b9cc0d376c7e934f1a3d5dc5f70fbf8,1,apps/web/docs/plans/archieve/2026-04-10-prototype-fidelity-execution-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-10-prototype-recovery-design.md,historical-context-retained,7ddb209fb0fa8fcc034d63e0f69632b09b18bcb0d4f31e405d41ab8976d268aa,1,apps/web/docs/plans/archieve/2026-04-10-milestone1-baseline-report.md;apps/web/docs/plans/archieve/2026-04-10-milestone4-high-fidelity-design.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-11-ai-overview-three-zone-design.md,historical-context-retained,13d6167ab0304b514677a9c39decbd647fc21cc2780751565ae5a450f2c0fe21,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-11-prototype-pixel-replica-plan.md,historical-context-retained,4d11a3a59b2e76aaaecd36e4ff8aaf1dae137991db17d7395016fec9860e50e1,1,apps/web/docs/plans/archieve/2026-04-11-ai-overview-three-zone-design.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-12-prototype-alignment-design-cycle.md,historical-context-retained,0c906c5497dcfb9dd8b2be1a321d204e477351a6c3bd2960523a8a876a87b7ee,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-13-full-edition-iteration-plan.md,historical-context-retained,42fe9a2b8bb68c179885b96a7d18297f526c4a2c1a31be0b8d4982175ad92801,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-13-home-pixel-perfect.md,historical-context-retained,4e13b6ce751b8a3e1bd57264f6d1143c717f5107d4e01c325402712726b177e0,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-13-home-visual-fidelity.md,historical-context-retained,3e7f2a9290ea71425841c018e728d1ff1243646ca890b09943585077c7a322f1,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-13-token-sync-design.md,historical-context-retained,08819c72216b86021f2eb3d4e4ad1b4320df2edc1aa8d30b6aba146b4f5f3fd6,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-15-v2-interaction-paradigm.md,historical-context-retained,d085e814a13e0b337d041c8f67ed55fa886786e9d8568ec6ba39484a5a41fb34,1,apps/web/docs/designs/decisions/2026-04-15-v3-interaction-framework.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-15-v3-interaction-framework.md,historical-context-retained,a9afbe97eb42b8fbbba14f288604910e93936c14dcfffe57092abbb4f441e05c,1,apps/web/.discovery-manifest.json,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-16-contract-pipeline-hardening.md,historical-context-retained,4ed2329090b892231c9446cac2cdcf9c732d3e3b7e44600bbdea6fd753cec98f,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-16-ditto-app-dev-contract-integration.md,historical-context-retained,e60540952b24aedbcb900860351e31607b96272f9336030dfdd1055955ba4338,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-16-ditto-page-contract-design.md,historical-context-retained,2718636baff507229a3e2dfce1005222183fc2ee0b36d4799e3c1c952fa82ecb,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-17-ditto-product-arch-refactor-design.md,historical-context-retained,ee0afc7b87910e2b41f4822166d17e7da10db41f3f33852f4e7f7381ac88fbfb,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-18-ditto-app-dev-refactor-design.md,historical-context-retained,b3672139993e9d4331d73a67123d853e2441939ed0f5c30d1e04dfa80ac41a54,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-18-ditto-page-contract-v2-design.md,historical-context-retained,cca122ba4158d295d98bbd9ab0b8ea48d12ff5a709e59c7f419662cc1b48f9a2,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-18-ditto-pipeline-audit-design.md,historical-context-retained,2101277cffca1302ccf67d0f1c8046f919e4cdc1608800ff31603a48d3a704a5,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-24-design-system-standardization-design.md,historical-context-retained,7f002389e995c0b3f6475152e2fe16824a259d731fd213bac9dafa67bdbe4e92,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-24-living-graphite-design.md,historical-context-retained,d9cafe09649a8ff119d5c6c50b5c7c35ff396a38166ba9fbbff7c91e61193e24,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-25-dtcg-token-standardization-design.md,historical-context-retained,7e6e0c161eb738d2070547bb088444dfe720ebdf7e2aafcf96736a2c3b50d5c9,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md,historical-context-retained,7076a79b1be3175e4412561a04a3c364780a3e7713958bc0c0b78cf0d8c11417,1,apps/web/docs/reviews/2026-04-27-project-consistency-architecture-review.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-28-edition-review-analysis.md,historical-context-retained,bc1621a76b34b9f07e19b218f6c8fe6b57c69116dc74d05e76eb31d79a721fc9,1,apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-28-prototype-design-remediation-plan.md,historical-context-retained,768b6288122c7f37792b851f28d632d253faccf64aa3184f750543f0f6ccd044,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-28-shell-contract-standardization-plan.md,historical-context-retained,1ac6f3c22bd616db217210c475057e899c2a2af9174a213fa0b8591632f6a751,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-plan.md,historical-context-retained,3eaa0e94fa16e5129eb368fbb15c582c39c810e1f3d6613794c62fc3af2ee57a,1,apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-results.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-results.md,historical-context-retained,c98b3f4dd87c75a342f3a6521c980e3142d22b9aa57ba77b4604020840afd5a9,1,apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-29-pro-max-findings-triage.md,historical-context-retained,fc4b2ec823678fc0beb2381e795f0bcb3647ca2eef5845913687d9fa5dc39a98,1,apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-04-30-prototype-interaction-ux-remediation-plan.md,historical-context-retained,dc793887b8ac7ef7c0dee14356c3f5cf8fda42886344ec4eedc13b7faa286d29,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-01-ai-capability-enhancement-design.md,historical-context-retained,60444b756eefb51c6604f69fe3311b2947c179644176bfe1a82b17af261b29cc,1,apps/web/docs/plans/archieve/2026-05-02-ai-backend-service-capability-design.md;apps/web/docs/plans/archieve/2026-05-02-ai-feature-page-design.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-plan.md,historical-context-retained,28424342785cd161fc4e6ad07bb0337f0a9c02a0bae65a55114069f34284387c,1,apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-results.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-results.md,historical-context-retained,0be47edfaee17f8df92013826afea28a05a27ff99bd8e76640a2a17bfe1066ef,1,apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-02-ai-backend-service-capability-design.md,historical-context-retained,dfb8a0af30a5a9ca64804e5da70e908a0b0710a028f26c6a2cf82e49733b801c,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-02-ai-feature-page-design.md,historical-context-retained,8a75f44117e96d5e0b62790c1f381dc2cc0b64e9080e940a97ae985b0f8421d9,1,apps/web/docs/plans/archieve/2026-05-02-ai-backend-service-capability-design.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-02-home-context-stream-sidebar-plan.md,historical-context-retained,ec90430c65375deddc9e4a6f8bc8e5ffa6a50858af31744981a268be6b8a4b03,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-02-home-information-density-optimization-plan.md,historical-context-retained,c5bcdaf01054a6f6d771516c781f75e8ce51c8abbd62468ec6b63cdb986bcbd8,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-02-prototype-near-10-remediation-plan.md,historical-context-retained,8f0a880570bb069a663c3c9923b9c8f6900b6216c87060d2078ecdafec190962,1,apps/web/docs/reviews/2026-05-02-prototype-near-10-remediation-review.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-03-prototype-uiux-audit-remediation-plan.md,historical-context-retained,ae557336372231c679bc404b2e91a67db54ea00f198b7eba256efd3eeb3aa20a,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-04-prototype-audit-remediation.md,historical-context-retained,0e417c3048d3fc3ce4a4ce6e54c2556bfd02172691b8f8d762703d357377001b,1,apps/web/docs/plans/archieve/2026-05-06-prototype-ux-excellence-remediation.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-04-prototype-best-uiux-optimization-plan.md,historical-context-retained,4f72918e52fe6813189e1d3f75b6f4305111724c1e64f86f065b1fcc6b113a1e,1,apps/web/docs/plans/archieve/2026-05-06-prototype-ux-excellence-remediation.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-04-prototype-comprehensive-audit-remediation-plan.md,historical-context-retained,b34a54138209a02f6c8a26b39cc36f1d9e6deedb34ef75cff9f311c41947e13e,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-06-prototype-ux-excellence-remediation.md,historical-context-retained,f2940e8d7fa0ed64e5ad531dc70725abdbbec6165e7c2a8c9add0f09a2829c69,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/2026-05-07-prototype-design-optimization.md,historical-context-retained,b9f74ebf803db41850576ff5e4ac2a72674e0da6a119a8732aad02fd3400de5c,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md,historical-context-retained,c30f4241729bf15efaa56c25aaca88fc7b4e10d44bb6049fc83d98198a10c8be,1,apps/web/design/specs/20_interaction_ux_audit.md;apps/web/docs/plans/archieve/2026-04-30-prototype-interaction-ux-remediation-plan.md;apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-plan.md;apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-results.md;apps/web/docs/plans/archieve/2026-05-04-prototype-best-uiux-optimization-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-critique-optimization-plan.md,historical-context-retained,9e8ae79a20ca78388381123e6e754e24d087d81c81be145aaab8f2f8752c8295,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-freeze-polish-results.md,historical-context-retained,4b0f540e5bc23a32da7b1250d55d93e98690dfd4043cd911ba0629f703db04d1,1,apps/web/prototype/.edition-manifest.json,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-freeze-shape-brief.md,historical-context-retained,e965e0ff6564830d151c5ca758002cf029970012acd3d90c467c50b6f0a250c6,1,apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-freeze-polish-results.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-11-prototype-10of10-remediation-plan.md,historical-context-retained,f20fa206575649659eea22a84ba781c63b8ddb7f4afbc53d99fe734e61bea646,1,apps/web/docs/reviews/2026-05-11-prototype-10of10-remediation-results.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-11-prototype-excellent-optimization.md,historical-context-retained,11761af7225058a0d32b9fc230607baaa577ea125c476cabb8014eee1686df9f,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-11-prototype-final-review-remediation.md,historical-context-retained,2414f3269bf67c3ae494993dc87808ae31c1fb55e95b14f0a8d829470f2bd86d,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-11-prototype-quality-recovery.md,historical-context-retained,e995aa1c8e7fc7165007f5939d1044f6b57c6d3166a8c5f31e63604a56c22e94,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-11-prototypes-full-directory-excellent.md,historical-context-retained,56221b9f28bb97b1846c9a582101c5f72d4b9d2e323a4ca2f6e9218949737231,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/docs/plans/archieve/superpowers/2026-05-12-prototype-final-polish.md,historical-context-retained,bdab2fcf09d5ecf865361210688544af9a04f38b460909a1db5db4fb487d64a2,1,,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
