source,destination,purpose,consumers,reason,before_sha256,after_sha256,restore_commit
apps/web/docs/designs/specs/audits/2026-05-11-prototype-quality-recovery-results.md,apps/web/design/specs/audits/2026-05-11-prototype-quality-recovery-results.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,ade4d379c14e940ea31fb5d2831b6b246e1103290473233c2117a2495b0497aa,42a2140f8578585c5dd6233425d7c7afee4b19092e325f56023d5f68b7620e63,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/audits/2026-05-11-prototype-quality-score-contract.md,apps/web/design/specs/audits/2026-05-11-prototype-quality-score-contract.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,594b2784826c8dd69c9d7d04bc0bc76296f58f02f53226b6099e864835e4626a,594b2784826c8dd69c9d7d04bc0bc76296f58f02f53226b6099e864835e4626a,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/.edition-manifest.json,apps/web/prototype/.edition-manifest.json,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,0adeb678ba5f32743addc583ebb020786aa7669f58b0a43a5106085578b35f80,d7bae6cef78b3b609814a4aabc9b31f22115de6b8303825ca013b8ff0e2a04f1,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/.frozen-baseline.json,apps/web/prototype/baselines/frontend-recovery-m0-2026-09-04.json,immutable historical evidence,apps/web/prototype/baselines/README.md; baselineCommit in record,relocate to owner; preserve bytes,f60207532bab0da2c3d32adb31a379e36ec8e8f88e00653a8ba44593c44cf9df,f60207532bab0da2c3d32adb31a379e36ec8e8f88e00653a8ba44593c44cf9df,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/archive/2026-04-30/page-ai-copilot.html,apps/web/prototype/archive/2026-04-30/page-ai-copilot.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,49c22aacc4929c663f95c55af72de5c0db2a69d22c50f17c0abe2a66f10103cd,692d3fb4e97caab43ee168100a502071beed67c765d28d23215c10cdb81cc7b7,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/archive/2026-04-30/page-ai-overview.html,apps/web/prototype/archive/2026-04-30/page-ai-overview.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,9949872a434cce4fa19df6cdd3ecd95955959f57d0fbedee14dbcb8f9203657d,85d0d1d08a864b84b928da51dc7e5c179417a9ace804c85f856b857c987694fb,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/archive/README.md,apps/web/prototype/archive/README.md,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,941c35a594de76e09d6198db21d4432e5fb3b4a6cdd0215fe815c4642e25e26b,941c35a594de76e09d6198db21d4432e5fb3b4a6cdd0215fe815c4642e25e26b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-a-shares.html,apps/web/prototype/page-a-shares.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,e61a5ef8b4ccc38f0c3865fcce388aa2d34ba6245457b1a05b23af148ba796ae,bb5ca7041d7591265a252b1c29bc75e91f8fc8d22a5a73d78764727c3ebbcd3f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-agent-console-v2.html,apps/web/prototype/page-agent-console-v2.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,85efc9ba13b988912a49cb99a7d5ff7c48d0baa35278dda0cae0c6da99b2e0ac,5fd30dddbe4dbc47cd93a19ab0a9aaf8cc25d6d134737ed52afdf6246373a31a,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-alpha-explorer.html,apps/web/prototype/page-alpha-explorer.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,076d724cf5090d68ff879a0fa51366feee4eea41575440c88fab30a5b13c0edd,f9a284ba2510b0703cebbd032f4257beeb12cf8a2c9ed104f5c57599a808c3cc,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-backtest-list.html,apps/web/prototype/page-backtest-list.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,ead818ed892cabbc7288551b60d7ad27b128c90c440dab3661af4751435698f3,a7df08848641c004198dbfbe55cbdc3c6888102542c3ce489bc51dbbca7f2d4f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-backtest-result.html,apps/web/prototype/page-backtest-result.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,80ff4e792ae38865719813ef262b9de89d245eab36cd36a0104df9a78f2de25f,32fc5d82f3fbb336708b21a73c216e0d136fb464bf7bf27d1b1be6a13a82302f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-cross-market.html,apps/web/prototype/page-cross-market.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,a76d2048f8bb284f38e99ec42127111d95baab035edcea9ce10a8f981f661f25,fbb871a2bbcf6e66f84736b6308bea516ded0cbbb70014323941977eebe35fd0,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-experiment-list.html,apps/web/prototype/page-experiment-list.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,6fe7f687082897f26824b51e0b031a6a71ebf8c8253cefaebfd7be26195783cc,a13b6f1627a109c057eb7e43b4a28abbef1014750993812bc19b29b709eb2001,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-factor-analysis.html,apps/web/prototype/page-factor-analysis.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,c6be1cd0c7f5a81eaf455e79a37343535852fdf8e1cb29e76e96f72b0ae664e8,26aeede31fc049be8ad29386d75d59e488329634abf603dd0ab14c34a47b2a49,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-factor-list.html,apps/web/prototype/page-factor-list.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,3668ac661c56b241aec8c1b99a2c49ae29a2648540e0ab0eeb885f57464a9b80,66e2791bc36b3ae9489ec2a4361fedd00ba715bcf380beef2dd26e4e559d3c57,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-home.html,apps/web/prototype/page-home.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,ed1f582154d02045af5a9414e08b0012140d7dfeffe1b5ff1511f42deb8b8525,92e7cc266a8eec2ffadd61bab14390f0eb2ab05196a4ca1d6e4b0c3e2a4cd000,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-instrument-hub.html,apps/web/prototype/page-instrument-hub.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,79d333ec1371e5cfe7eac7b188d81d51b0f2710644f042c752199b6a560c3fc5,23bd98f22c255e166103730ac1905df997a680ce156a24aecbbc7e1eae81ea3b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-markets-calendar.html,apps/web/prototype/page-markets-calendar.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,621f2b75c45158516f855f22976fe2d96723b236dd6997bc38ec027891de157a,3fca39133968b9106997553c71b226df5b22edaa8b0f72b6f61270cdfd9ad939,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-markets-intelligence.html,apps/web/prototype/page-markets-intelligence.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,d1d8b5ff02400547bb92d7da03b8541701b56b7ff5401aa7c3ec70d537effbc4,6361ee309a0b5126dceabc0e488c4b9524365d56b563c4d6df04ab971c241974,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-markets-screener.html,apps/web/prototype/page-markets-screener.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,af8c3bffe9a406151b4d4030bb636ad0722428c39c590c93327c4f6f9ec26d44,a90a6cb8babf001ccccf506f064812c8d19e0c04a45ad883d7b37c55ceb7dcb4,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-orders-ledger.html,apps/web/prototype/page-orders-ledger.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,857dabc95807bdfa8e0e2d161a0e2544481857f4279c781fff2c214fbe5717bf,217b5ca392c761e5fe41cf1690df1d1bf5da0319dd515d80c24889391252f5c2,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-platform-settings.html,apps/web/prototype/page-platform-settings.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,6a6ef5834c1ce7a14029b179ab77c02fbb9fb7a55f4af8990f11e310b54758c0,5f42fcd0673d153a923ca7bf61680912b43cc4c2008c447f398b9526daeb23d3,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-platform.html,apps/web/prototype/page-platform.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,edd321c58d26290a5d3069e646c8140ed6c004abc409f252f4d9f49c300ad92f,1f8d1ebdb2825cb5afe63a337cd34a49ad6be7728c8bd86302907b8a74c70bbb,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-portfolio.html,apps/web/prototype/page-portfolio.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,5f44e21b5ec71715cf47cab40f9815b79a2eb0955aee8ff6b5362a9e5c4c91f8,7a875db196ea0b13fb1b824178e06d647749cc8ba98470dc660deae58ae500ae,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-regime-monitor.html,apps/web/prototype/page-regime-monitor.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,f8d5d2252ba39e9f0258e541dccbe3a6232f9ad053fc473a3ed206e6765e8521,d5cb425b184c3930d7a793ee9085152642e807c0e7c370c084de6cac5315d5f1,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-research.html,apps/web/prototype/page-research.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,02bc482f577e7c35aad2185c10ea588330f6f463669762fa004b649b9e18c487,b23deb20fbd64816485760edd1617855d9d070ac0c0952b12a3898ec55504254,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-risk-center.html,apps/web/prototype/page-risk-center.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,619a44745d926aba71490461041d3ccf8ae25efada77560b936b8b9795462957,67439cd49cc87d6e84f55a645cb95c7216202861659efe4a366f44764ec1b63d,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-signals-inbox.html,apps/web/prototype/page-signals-inbox.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,1e9d30176f56452efed02854bccadf5f82abb7edd76204b3d74f51436c401ee3,5416e1893d5a77eca5a5b90d85305e2d0bf302372b06fff4170e8d6b073e5756,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-strategies-detail.html,apps/web/prototype/page-strategies-detail.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,0abe3fa540cde344393569d20a0c3bc3ae494746fdd6c77b890ed95f792e3463,273a87eca591e8d2ead3781d9c95e72ae8911e3b7cc4c0a377b736bc49ec65c8,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-strategy-list.html,apps/web/prototype/page-strategy-list.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,e220aeaf090c1c1f0cd851a106db369af0f8f2d4bd7928260c5721248d39cf62,1b3074d3b7717005b27d16f51993c36d1eab9d2049a8511389708358c36d5093,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-strategy-studio.html,apps/web/prototype/page-strategy-studio.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,4d1d776507a6626292e6085dc304a7b0aaef1df74df3863b67b1d8888d6b0755,03d18231f094a6e4ef1ffc8437865db0f4f51461b176df9783ae943b2decfee2,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-trading-overview.html,apps/web/prototype/page-trading-overview.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,5a5eb1cc44762905184b95a5f54eaa74aac97104eb91be493a5583ee65337ed9,4ad28c61105872b1879ffd70836a8d24ee2e50bd10b13b86e14df3b134a7c738,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-universe-list.html,apps/web/prototype/page-universe-list.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,a9d0cd7c26935624975f7b82e32cd74927a037cebca3e70bc45232fe77c84fde,dd6cca58ba80c92520aa7b5d6bbc01970a3e6b662fabc0d2925082bf40588ece,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/page-watchlist.html,apps/web/prototype/page-watchlist.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,78752ea446a7324bf6a543e9a4dfa75b295dee2672d49512ff3965b4d5000435,6dcea721dc2cff8a2d4fe0016f959cbdd170183d981f28d7ff8598d174993aa4,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/fonts.css,apps/web/prototype/shared/fonts.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,45fdb9d98e3c08f0710c41aba7a23a7300ce166b0c73cf66477a33af6cdd59c4,0a065059e1bd41d15e68dcc36a97b2d45095cfdb468c69592fc6b938dc93b482,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/layout-components.css,apps/web/prototype/shared/layout-components.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,3a04276cda0463aaba21305cbda1cc55a464969eb212f54bd98f999a45801181,3a04276cda0463aaba21305cbda1cc55a464969eb212f54bd98f999a45801181,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/layout-gallery.css,apps/web/prototype/shared/layout-gallery.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,52734bf2d79c020c270b06b39997aa4f7f378011dc5fa7bac05099f5d15e27ae,52734bf2d79c020c270b06b39997aa4f7f378011dc5fa7bac05099f5d15e27ae,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/layout-overlay.css,apps/web/prototype/shared/layout-overlay.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,2ba935501b48237f1439494943063c6af9eb126157b81d3f745285795cabbb6a,2ba935501b48237f1439494943063c6af9eb126157b81d3f745285795cabbb6a,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/layout-shell.css,apps/web/prototype/shared/layout-shell.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,7e26de6310327bb9771b921e7ecc6d5171e1dc96da1c6b82983042809d0b601d,7e26de6310327bb9771b921e7ecc6d5171e1dc96da1c6b82983042809d0b601d,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/layout-state.css,apps/web/prototype/shared/layout-state.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,c50f4d69e54f27763fb8411dfedfc93872bce17364a8242b43262b45153e7b77,c50f4d69e54f27763fb8411dfedfc93872bce17364a8242b43262b45153e7b77,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/mock-data.js,apps/web/prototype/shared/mock-data.js,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,ea245478e4a856fe98d2c5bbfbdb26bd4b075b98081d5d01f8d1acc1d167443b,ea245478e4a856fe98d2c5bbfbdb26bd4b075b98081d5d01f8d1acc1d167443b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/prototype-interactions.css,apps/web/prototype/shared/prototype-interactions.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,f65112b0e238645b50d30c28867c03e7b31be6fb480b9cd952ab145dd492b4cc,f65112b0e238645b50d30c28867c03e7b31be6fb480b9cd952ab145dd492b4cc,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/prototype-interactions.js,apps/web/prototype/shared/prototype-interactions.js,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,ef356a6eb9111d99f699a35ae09ca41abfede9e6390247696b2afcfb2a0ad8bb,ef356a6eb9111d99f699a35ae09ca41abfede9e6390247696b2afcfb2a0ad8bb,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/prototype-toggles.css,apps/web/prototype/shared/prototype-toggles.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,5ed02d4a479492aef6ab754f8c96f06f8356968b79695058fd6fc491a9953833,5ed02d4a479492aef6ab754f8c96f06f8356968b79695058fd6fc491a9953833,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/screener-workflow.js,apps/web/prototype/shared/screener-workflow.js,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,94db527220dc9987bc3b634ce6a43662f363d89f0c1d7276fe5133f206dd5e6f,94db527220dc9987bc3b634ce6a43662f363d89f0c1d7276fe5133f206dd5e6f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/tab-variants.md,apps/web/prototype/shared/tab-variants.md,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,42df81f7ace8e27b28bc20c47e6cdbbf0096f49aab3de4148dd45eb4c9775e51,42df81f7ace8e27b28bc20c47e6cdbbf0096f49aab3de4148dd45eb4c9775e51,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/theme-switcher.css,apps/web/prototype/shared/theme-switcher.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,2da7dc55b440f7ae206aa88e95669eed4bee6aad613440f5ead710e5102c864f,2da7dc55b440f7ae206aa88e95669eed4bee6aad613440f5ead710e5102c864f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/shared/theme-switcher.js,apps/web/prototype/shared/theme-switcher.js,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,04185a0a1ffc54219cf2703dbf4856921633bc86203c77cdb9fdb672e864de14,04185a0a1ffc54219cf2703dbf4856921633bc86203c77cdb9fdb672e864de14,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/style-b-graphite-studio/token-showcase.html,apps/web/prototype/style-b-graphite-studio/token-showcase.html,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; update path references only,759c9081122ff0a0452e3394fe95f9627f8d71b203922c7657e2831c745b1bf3,b47d60c554d34aff3ee84c74b1fddb4e27e0f45cef6c232afcc985de4e538f36,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/prototypes/tokens-style.css,apps/web/prototype/tokens-style.css,prototype source and supporting assets,apps/web/scripts/*prototype*.test.*; apps/web/scripts/capture-prototype-baseline.mjs,relocate to owner; preserve bytes,2be543510763d1efed68c7cdc3e358f6ac416baf6497893f77753c91bca6afe8,2be543510763d1efed68c7cdc3e358f6ac416baf6497893f77753c91bca6afe8,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/configuration.md,apps/backend/docs/configuration.md,owner guide,docs/README.md; owner AGENTS.md,relocate to owner; update path references only,61d0dd34e0f945270fdef319f0329a8bca3bc87940baa163c514c65eca503e82,0c986147baae4b27dd53d10ee5ce10a897dc4b7e01d58fac3ea075a41277c361,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/contracts/r3-v1-api-surface.json,apps/backend/tests/fixtures/contracts/r3-v1-api-surface.json,approved API baseline,apps/backend/tests/unit/api/test_r3_api_surface_contract_unit.py,relocate to owner; preserve bytes,fb0625c0ce8e74784abd2aa6c1b7c969927bff77de5b40083d47faa907ae19ba,fb0625c0ce8e74784abd2aa6c1b7c969927bff77de5b40083d47faa907ae19ba,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/contracts/r3-v1-api-surface.md,apps/backend/tests/fixtures/contracts/r3-v1-api-surface.md,approved API baseline,apps/backend/tests/unit/api/test_r3_api_surface_contract_unit.py,relocate to owner; preserve bytes,282d5fe7a22f2d698106702741360a9fcf1baa72bcb6dad9b25fb94c3ad085fb,282d5fe7a22f2d698106702741360a9fcf1baa72bcb6dad9b25fb94c3ad085fb,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/data-manual.md,packages/data/docs/data-manual.md,owner guide,docs/README.md; owner AGENTS.md,relocate to owner; update path references only,852c83309af456c403573357347c2dbb71566075702420bbefa1c2eaaf24b95a,bd82229ae5d69b7e80fb2e74247aa51e65da547f3d03e3cdcd852f1eef21dc50,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/README.md,packages/features/docs/design/unified-feature-factor-engine/README.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; update path references only,9631e222cd527f32c2a5adf2f5e813883ae9ce13df4495c6d5aebf31f9f53ea9,18fc4d97b4cb98a619a06d7fe9cdf8534275164fa09c89cd7195533893359e14,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/archive/2026-03-04-main-design-baseline.md,packages/features/docs/design/unified-feature-factor-engine/archive/2026-03-04-main-design-baseline.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; preserve bytes,0afb8ed48e085ffbec0f89cfc030f03793a292ef11a25c11b119fed0bcc05c73,0afb8ed48e085ffbec0f89cfc030f03793a292ef11a25c11b119fed0bcc05c73,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/archive/README.md,packages/features/docs/design/unified-feature-factor-engine/archive/README.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; preserve bytes,edf112e0679b0ef953ef862e644eeebbf74d9dc81e8dbe6acc407c3a460bc12c,edf112e0679b0ef953ef862e644eeebbf74d9dc81e8dbe6acc407c3a460bc12c,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/archive/adr-016-catalog-storage.md,packages/features/docs/design/unified-feature-factor-engine/archive/adr-016-catalog-storage.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; preserve bytes,190574852770d1987167629cabc7da4ed8ed1ca8d3bc0da16bc1d1b9cdf07262,190574852770d1987167629cabc7da4ed8ed1ca8d3bc0da16bc1d1b9cdf07262,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/archive/design-analysis-report.md,packages/features/docs/design/unified-feature-factor-engine/archive/design-analysis-report.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; preserve bytes,a2b76a76bc4b6d75fbbe5234e7fd4ee561b5bb640775cf08f5121ce891d9236e,a2b76a76bc4b6d75fbbe5234e7fd4ee561b5bb640775cf08f5121ce891d9236e,1d4fa7af0414269492a1388d85876cb186fcfc8d
docs/design/unified-feature-factor-engine/archive/design-gaps-complete.md,packages/features/docs/design/unified-feature-factor-engine/archive/design-gaps-complete.md,capability design and decisions,packages/features/AGENTS.md; docs/design/README.md; design links,relocate to owner; preserve bytes,c3948dc3bd5e52a48c872c71b23699f43a770321c218a38bea0a52ce760a0479,c3948dc3bd5e52a48c872c71b23699f43a770321c218a38bea0a52ce760a0479,1d4fa7af0414269492a1388d85876cb186fcfc8d
